name,rating,reviews,address,price,country,bathrooms,beds,guests,toilets,bedrooms,studios
5-bedroom condo with free parking on premises,,0,"Manali, Himachal Pradesh, India",11412, India,4,5,15,0,5,0
Saros-Private Room with Kitchen & Washroom|WiFi,,0,"Manali, Himachal Pradesh, India",1170, India,1,1,2,0,1,0
SohamVilla-Perfect adobe for detoxing city life(K),5.0,6,"Manali, Himachal Pradesh, India",6276, India,2,2,5,0,2,0
Sapanca Lemoon House (ayaz),5.0,6,"Sapanca, Sakarya, Turkey",13556, Turkey,1,1,4,0,1,0
Eco chalet in magical mountains,4.9,78,"Patara Mitarbi, Samtskhe-Javakheti, Georgia",15299, Georgia,1,15,8,0,3,0
Baraka Mountain House,4.89,27,"Sakarya/Sapanca, Balkaya , Turkey",9301, Turkey,3,10,10,0,4,0
Ultra luxurious 4 bedroom villa with pool in Sapanca,,0,"Sapanca, Sakarya, Turkey",42676, Turkey,6,5,10,0,5,0
Take the dinghy with you! Caravan05 room in a home where you can heal with your beloved pets,,0,"Ha-myeon, Gapyeong-gun, Gyeonggi Province, South Korea",9315, South Korea,1,2,5,0,0,0
Howling Nights Cottage Manali,5.0,4,"Manali, Himachal Pradesh, India",1141, India,4,4,16,0,4,0
Mountain Top Villa with Pool,5.0,45,"Laneia, Limassol, Cyprus",13328, Cyprus,2,4,6,0,3,0
"Wooden cottage ""green house"" in Bakuriani",5.0,16,"Bakuriani, Samtskhe-Javakheti, Georgia",6852, Georgia,2,5,8,0,3,0
WoodSide villa Bakuriani,,1,"Bakuriani, Samtskhe-Javakheti, Georgia",6901, Georgia,2,12,12,0,3,0
Luxurious 10 Bedroom Holiday Villa in Sapanca,5.0,7,"Sapanca, Sakarya, Turkey",48999, Turkey,0,12,16,0,12,0
Bakuriani Panorama By Mgzavrebi,,2,"Bakuriani, Samtskhe-Javakheti, Georgia",2736, Georgia,1,0,2,0,1,0
Chalet Marina Gudauri,4.79,14,"Gudauri, Mtskheta-Mtianeti, Georgia",27700, Georgia,6,8,11,0,6,0
Villa in Bakuriani to stay with your loved ones,,1,"Bakuriani, Samtskhe-Javakheti, Georgia",9177, Georgia,4,12,12,0,4,0
New Gudauri-Pleasure In Mountains-Near Gondola,4.81,27,"Gudauri, Georgia",4606, Georgia,1,2,4,0,0,1
New Gudauri Redco Loft 2 room2,5.0,3,"Gudauri, Mtskheta-Mtianeti, Georgia",9166, Georgia,1,2,4,0,1,0
Roses Villa with Troodos mountain view,4.95,42,"Trimiklini, Limassol, Cyprus",8177, Cyprus,1,3,6,0,3,0
Ilo's Sunny Apartment,4.81,21,"Gudauri, Georgia",5063, Georgia,1,0,4,0,0,1
Myoho Villa Mountain View Private Room,,2,"Bahang, Himachal Pradesh, India",1712, India,1,1,2,0,1,0
"Adorable new guesthouse,in an idyllic space",,2,"Kouka, Limassol, Cyprus",4543, Cyprus,1,1,2,0,1,0
⛷️☃️☀️Cozy Studio Apartment For 4 in New Gudauri☀️☃️⛷️,4.86,7,"Gudauri, Mtskheta-Mtianeti, Georgia",5195, Georgia,1,2,4,0,0,1
❆Cozy and Comfortable Studio Apartment in Gudauri❆,4.54,28,"Gudauri, Mtskheta-Mtianeti, Georgia",2318, Georgia,1,1,2,0,0,1
GoodAura Studio 519 in New Gudauri Loft 2,,1,"Mtskheta-Mtianeti, Georgia",8391, Georgia,1,3,4,0,0,1
"Twin room at Erasti Guesthouse, Ushguli, Georgia",5.0,9,"უშგული, Samegrelo-Zemo Svaneti, Georgia",821, Georgia,1,2,2,0,1,0
Stylish and cozy Apartment,,2,"Bakuriani, Samtskhe-Javakheti, Georgia",1977, Georgia,1,5,6,0,0,1
New  Gudauri.Loft 2 . Near to Gondola ski lift.,,2,"Gudauri, Mtskheta-Mtianeti, Georgia",3682, Georgia,1,1,4,0,1,0
"appartement has  3rooms, 2bed room 1 main room",,1,"Gudauri, Mtskheta-Mtianeti, Georgia",3648, Georgia,1,3,5,0,2,0
Beautiful chalet atmosphere apartment,4.88,8,"Gudauri, Mtskheta-Mtianeti, Georgia",8948, Georgia,1,1,2,0,1,0
Cheerful 3 bedroom holiday home with a fireplace,,0,"Manali, Himachal Pradesh, India",11412, India,3,3,6,0,3,0
The Cheese Cottage - A Designer's Vacation Home,,0,"Tangmarg, India",22824, India,2,2,6,0,2,0
"Eka's cozy 1BR ski apt in Loft 2 #331, New Gudauri",4.95,22,"Gudauri, Mtskheta-Mtianeti, Georgia",10489, Georgia,1,3,5,0,1,0
Gorgeous Chalet in the beautiful mountains!,,1,"Bakuriani, Samtskhe-Javakheti, Georgia",22949, Georgia,3,7,14,0,5,0
Koko's cozy apartment  A-301,5.0,19,"Bakuriani, Samtskhe-Javakheti, Georgia",2223, Georgia,1,2,3,0,1,0
bakuriani wood 2,,0,"Samtskhe-Javakheti, Georgia",13760, Georgia,3,6,7,0,2,0
"M25 Bakuriani, Apartment 415",4.75,4,"Bakuriani, Samtskhe-Javakheti, Georgia",4378, Georgia,1,2,3,0,1,0
Hydrangea @ The Waterwillow w/ Lawn & Gazebo,,0,"Manali, Himachal Pradesh, India",19000, India,3,3,9,0,3,0
3-Bedroom Cottage in Bakuriani,,1,"Bakuriani, Samtskhe-Javakheti, Georgia",18241, Georgia,4,6,10,0,3,0
Beautiful apartment in the heart of Bakuriani,,2,"Bakuriani, Samtskhe-Javakheti, Georgia",3671, Georgia,1,5,6,0,2,0
ქირავდება! მყუდრო ოთახი ორბი პალასი ბაკურიანში.,4.6,5,"Bakuriani, Samtskhe-Javakheti, Georgia",3648, Georgia,1,2,2,0,1,0
Blind Palace Bakuriani 325,5.0,14,"Bakuriani, Samtskhe-Javakheti, Georgia",3700, Georgia,1,2,4,0,1,0
Apartments 410 A in Crystal resort Bakuriani,5.0,4,"Bakuriani, Samtskhe-Javakheti, Georgia",4582, Georgia,1,2,4,0,1,0
✩❆✺1BR apt With balcony in Bakuriani near KokhtaGora✩❆✺,,2,"Bakuriani, Samtskhe-Javakheti, Georgia",1598, Georgia,1,2,4,0,1,0
한적한 가평 독채/감성빔/복층테라스/ 감성숙소/레트로감성/야외테라스/개별바베큐시설/Y2호,4.9,80,"Sang-myeon, Gapyeong-gun, Gyeonggi Province, South Korea",7271, South Korea,1,1,2,0,2,0
Pinterest House with Private Hot Pool and Garden,4.83,6,"Sapanca, Sakarya, Turkey",33890, Turkey,3,3,6,0,3,0
Juniper Mountain Retreat,4.9,166,"Trimiklini, Limassol, Cyprus",11605, Cyprus,1,5,8,0,3,0
ARORA DELUXE- BOTANY SAPANCA VİLLA WITH PRIVATE POOL,4.54,57,"Sapanca, Sakarya, Turkey",13556, Turkey,2,2,6,0,2,0
"New Gudauri, Redco Twins ,  N253",4.71,14,"Gudauri, Mtskheta-Mtianeti, Georgia",2813, Georgia,1,2,3,0,1,0
Apartment at Didveli Gallery Bakuriani,4.78,18,"Bakuriani, Samtskhe-Javakheti, Georgia",2747, Georgia,1,2,4,0,0,1
A beautiful listed villa in Laneia village,4.87,38,"Laneia, Limassol, Cyprus",17054, Cyprus,2,5,7,0,3,0
❆Nice & Bright Studio apt In The Hills of Gudauri❆,4.58,37,"Gudauri, Mtskheta-Mtianeti, Georgia",2797, Georgia,1,2,3,0,1,0
Gudauri Roshka Apt #412,5.0,4,"Gudauri, Mtskheta-Mtianeti, Georgia",3500, Georgia,1,1,3,0,1,0
Mountain View Cozy  Appartment,4.91,11,"Gudauri, Mtskheta-Mtianeti, Georgia",3671, Georgia,1,1,3,0,1,0
ıhlamur konağı junior villa,5.0,3,"Sapanca, Sakarya, Turkey",13973, Turkey,3,2,4,0,2,0
⛷️☃️☀️ Bright  Cozy Apartment For 4 ☃️☀️⛷️,5.0,5,"Bakuriani, Samtskhe-Javakheti, Georgia",1598, Georgia,1,2,4,0,1,0
Family suite in the Chalet,,0,"Gudauri, Mtskheta-Mtianeti, Georgia",5705, Georgia,1,2,4,0,2,0
"Gudauri loft hotel, room 113",4.75,8,Georgia,1858,Georgia,1,2,4,0,1,0
A Bed in 6-Bed Mix Dorm | Zostel Homes Burwa,,1,"Burwa, Himachal Pradesh, India",857, India,1,2,1,0,1,0
"New gudauri , Alpic 407",4.8,5,"Gudauri, Mtskheta-Mtianeti, Georgia",4606, Georgia,1,1,4,0,0,1
❆Stylish apt. w/ balcony in the center of Gudauri❆,4.71,21,"Gudauri, Mtskheta-Mtianeti, Georgia",3916, Georgia,1,2,3,0,0,1
Guesthouse Am Museum,4.54,142,"Mestia, Samegrelo-Zemo Svaneti, Georgia",912, Georgia,5,11,14,0,7,0
New Gudauri. Apartment in Red-Co. ALPIC,5.0,5,"Gudauri, Mtskheta-Mtianeti, Georgia",7342, Georgia,1,2,4,0,0,1
Best location ⛷best price ✅ best place ⬇️,4.83,6,"Gudauri, Georgia",5039, Georgia,1,1,2,0,1,0
⛷️☃️☀️Unique Ski in /Out Apartment w/Pool ☃️☀️⛷️,5.0,5,"Bakuriani, Samtskhe-Javakheti, Georgia",3117, Georgia,1,1,4,0,1,0
Studio apartment in Bakuriani,4.72,25,"Bakuriani, Samtskhe-Javakheti, Georgia",2474, Georgia,1,2,4,0,0,1
⛷️☃️☀️Spacious and Stylish Apartment In New Gudauri☃️☀️⛷️,4.69,13,"Gudauri, Mtskheta-Mtianeti, Georgia",3996, Georgia,1,1,4,0,0,1
"7 Doors Apartment, New Gudauri Loft 2/525",4.79,19,"Gudauri, Georgia",3648, Georgia,1,2,4,0,0,1
Cosy Apartment in New Gudauri near Gondola,5.0,16,"Gudauri, Mtskheta-Mtianeti, Georgia",2962, Georgia,1,2,4,0,0,1
⛷️☃️☀️Spacious and Stylish Apartment In New Gudauri☃️☀️⛷️,4.67,6,"Gudauri, Mtskheta-Mtianeti, Georgia",5195, Georgia,1,3,4,0,0,1
⛷️☃️☀️Studio Apartment in Twins Gudauri project☀️☃️⛷️,4.83,6,"Gudauri, Mtskheta-Mtianeti, Georgia",5515, Georgia,1,1,3,0,0,1
⛷️☃️☀️Stylish Studio Apartment In New Gudauri☃️☀️⛷️,4.91,11,"Gudauri, Mtskheta-Mtianeti, Georgia",8791, Georgia,1,2,3,0,0,1
New Gudauri Ski-in Ski-out  Loft 1 studio-room 320,4.88,25,"Gudauri, Georgia",3192, Georgia,1,4,3,0,1,0
Gudauri Alpic 302,4.67,6,"Gudauri, Mtskheta-Mtianeti, Georgia",4831, Georgia,1,1,4,0,1,0
Your Сozy Nest in 1 minute from Ski-lift,4.67,13,"Gudauri, Mtskheta-Mtianeti, Georgia",4651, Georgia,2,3,6,0,2,0
✩Renovated 1BR Apart. In Kokhta Mitarbi for 4﻿ ﻿✩,4.83,6,"Bakuriani, Samtskhe-Javakheti, Georgia",1598, Georgia,1,2,4,0,1,0
One Bedroom Apartment In The Hills of Bakuriani,4.91,11,"Bakuriani, Samtskhe-Javakheti, Georgia",11189, Georgia,1,2,4,0,1,0
New Gudauri Loft 112,4.75,17,"Gudauri, Georgia",2736, Georgia,1,1,3,0,1,0
⛷️☃️☀️Cozy and Comfortable  Apartment in Gudauri ⛷️☃️☀️,,2,"Gudauri, Mtskheta-Mtianeti, Georgia",5595, Georgia,1,2,4,0,2,0
Bright and Cozy  Apartment In New  Gudauri,4.88,8,"გუდაური, მცხეთა-მთიანეთის მხარე, Georgia",3916, Georgia,1,2,3,0,0,1
Great place in New Gudauri,4.9,29,"Gudauri, Georgia",2238, Georgia,1,2,6,0,0,1
GudAurTsa,5.0,4,"Gudauri, Mtskheta-Mtianeti, Georgia",11001, Georgia,1,3,5,0,1,0
"Ideal for the student;  Peaceful, sunny, calm, mrkz",5.0,4,"Çankaya, Ankara, Turkey",1130, Turkey,1,1,1,0,1,0
"New Gudauri, Loft 2, Apartment 221",4.6,5,"Gudauri, Mtskheta-Mtianeti, Georgia",5928, Georgia,1,2,4,0,0,1
☃️☀️⛷️1BR apt with balcony 5 min from Mountain Kokhta ☃️☀️⛷️,5.0,3,"Bakuriani, Samtskhe-Javakheti, Georgia",2797, Georgia,1,1,2,0,1,0
Aparthotel in New Gudauri,4.8,20,"Gudauri, Mtskheta-Mtianeti, Georgia",6384, Georgia,1,3,5,0,1,0
Gudauri Dream 418,5.0,9,"Gudauri, Georgia",14775, Georgia,1,2,4,0,1,0
"Lanas guesthouse ,,Sanli""  Mestia Svaneti 2",4.75,12,"Mestia, Samegrelo-Zemo Svaneti, Georgia",2554, Georgia,1,3,2,0,1,0
New Gudauri Fully Self Contained Apartment,,0,"Gudauri, Mtskheta-Mtianeti, Georgia",13681, Georgia,1,1,6,0,1,0
"Bright Studio In ""New Gudauri""",5.0,31,"Gudauri, Mtskheta-Mtianeti, Georgia",16370, Georgia,1,4,4,0,0,1
New Gudauri Loft 1 # 517,,1,"Gudauri, Georgia",7296, Georgia,1,2,3,0,1,0
"New Gudauri, Redco, Suites",,1,"Gudauri, Georgia",9121, Georgia,1,4,6,0,1,0
"Vaho apartments (3 rooms, 7 people)",,1,"Gudauri, Mtskheta-Mtianeti, Georgia",10945, Georgia,1,6,7,0,2,0
Mgzavrebi Bakuriani,4.67,3,Georgia,669,Georgia,1,0,3,0,0,1
Axis cosy apartment Gudauri,4.71,7,"Gudauri, Georgia",3226, Georgia,1,2,4,0,1,0
Urban style cosy apartment,,1,"Mtskheta-Mtianeti, Georgia",4127, Georgia,1,2,4,0,1,0
Marta's  appartment at villa monte Bakuriani,4.9,10,"Bakuriani, Georgia",1386, Georgia,1,2,3,0,1,0
Ski life Apartment in Gudauri,,1,"Gudauri, Mtskheta-Mtianeti, Georgia",3682, Georgia,1,2,4,0,1,0
Duplex in New Gudauri (Block 4),,2,"Gudauri, Mtskheta-Mtianeti, Georgia",9998, Georgia,1,3,5,0,1,0
"Apartment ""Ski, Sun & Fun""",,2,"Mtskheta-Mtianeti, Georgia",10511, Georgia,2,6,6,0,2,0
Cozy one-bedroom apartment in Bakuriani,5.0,5,"Bakuriani, Samtskhe-Javakheti, Georgia",1288, Georgia,1,2,4,0,1,0
Your Cozy Apartment in Didveli Gallery,4.64,14,"Bakuriani, Samtskhe-Javakheti, Georgia",2736, Georgia,1,0,3,0,0,1
Room 315,,1,"Bakuriani, Samtskhe-Javakheti, Georgia",2810, Georgia,1,2,3,0,1,0
Bakuriani Residence F57,5.0,5,"Bakuriani, Samtskhe-Javakheti, Georgia",2223, Georgia,1,2,4,0,0,1
"1 bedroom,free parking and all thing.",,1,"Bakuriani, Samtskhe-Javakheti, Georgia",2280, Georgia,1,2,4,0,1,0
koteji 4,5.0,4,"Bakuriani, Samtskhe-Javakheti, Georgia",3899, Georgia,1,4,5,0,2,0
Beautiful serviced apartment in a ski village,5.0,3,"Bakuriani, Samtskhe-Javakheti, Georgia",2044, Georgia,1,2,4,0,1,0
New Gudauri Red-Co Loft 1 Near Gondola,4.86,28,"Gudauri, Georgia",2303, Georgia,1,3,4,0,0,1
"Bakuriani, Didveli Residence E block",,1,"Bakuriani, Samtskhe-Javakheti, Georgia",3192, Georgia,1,2,5,0,1,0
Redco Twins apartment,,2,"Gudauri, Mtskheta-Mtianeti, Georgia",4104, Georgia,1,2,4,0,1,0
Villa Garden two-bedroom,4.73,22,"Bakuriani, Samtskhe-Javakheti, Georgia",6840, Georgia,2,5,8,0,2,0
✦✺✴Charming 1BR Apartment For 4 People✦✺✴,5.0,7,"Bakuriani, Samtskhe-Javakheti, Georgia",1598, Georgia,1,2,4,0,1,0
Charming Apartment with Fabulous View on Mountains,4.89,9,"Bakuriani, Samtskhe-Javakheti, Georgia",3682, Georgia,1,1,2,0,1,0
Alpic 305 Redco New Gudauri apartment,4.6,5,"გუდაური, მცხეთა-მთიანეთის მხარე, Georgia",6396, Georgia,1,2,4,0,1,0
Woodside cottage,,2,"Bakuriani, Samtskhe-Javakheti, Georgia",9121, Georgia,2,7,9,0,3,0
Charming and Bright Studio Apartment with Mountain view,,1,"Bakuriani, Samtskhe-Javakheti, Georgia",1598, Georgia,1,1,2,0,0,1
Villa Development,4.75,16,"Bakuriani, Samtskhe-Javakheti, Georgia",6840, Georgia,2,5,8,0,3,0
Three bedroom villa BarLeon-Bakuriani B,5.0,3,"Bakuriani, Samtskhe-Javakheti, Georgia",10032, Georgia,4,7,9,0,3,0
Gharsa - A Secluded Cottage,,0,"Himachal Pradesh, India",5135, India,1,2,6,0,2,0
LEO GROUP Luxury Apartment 04-32 BAKURIANI INN,4.57,7,"Bakuriani, Samtskhe-Javakheti, Georgia",3557, Georgia,1,2,4,0,1,0
1 bedroom apartment near the mountain kokhta,,0,"Bakuriani, Samtskhe-Javakheti, Georgia",1824, Georgia,1,3,4,0,1,0
LEO GROUP Luxury Apartment 02-20 BAKURIANI INN,,2,"Bakuriani, Samtskhe-Javakheti, Georgia",2969, Georgia,1,1,3,0,1,0
"Apartment in HOTEL HAYSTACK (Bakuriani, Georgia)",,1,"ბაკურიანი, სამცხე-ჯავახეთის მხარე, Georgia",2280, Georgia,1,3,3,0,1,0
Gudauri Douplex,4.94,19,"Gudauri Hotel Ln, Mtskheta-Mtianeti, Georgia",11857, Georgia,2,10,10,0,2,0
Apartment for 8 in New Gudauri,,2,"Gudauri, Mtskheta-Mtianeti, Georgia",14888, Georgia,1,5,8,0,2,0
Bakuriani Plaza A113,,2,"Bakuriani, Samtskhe-Javakheti, Georgia",3192, Georgia,1,4,5,0,1,0
Bakuriani Crystal Residence Apartment 434,5.0,7,"Bakuriani, Samtskhe-Javakheti, Georgia",2353, Georgia,1,2,3,0,1,0
Bakuriani best location for 4-6 people (3 rooms),,0,"Bakuriani, Samtskhe-Javakheti, Georgia",2280, Georgia,1,3,5,0,2,0
"Didveli Residence, Apartment 23",,2,"Bakuriani, Samtskhe-Javakheti, Georgia",2736, Georgia,1,2,4,0,1,0
Art Villa in Bakuriani. 7 bedroom +3 room,,2,"Bakuriani, Georgia",10945, Georgia,6,10,16,0,6,0
Su Vadisi Tiny House,5.0,4,"Sapanca, Sakarya, Turkey",12050, Turkey,1,2,4,0,1,0
Mountain Rustic Wood House with Sapanca Lake View,4.6,25,"Sapanca, Sakarya, Turkey",6474, Turkey,1,3,4,0,2,0
Bungalow with jacuzzi with waterfall and jungle views,4.8,5,"Sapanca, Sakarya, Turkey",17573, Turkey,1,2,5,0,2,0
Mercan Black,,1,"Sapanca, Sakarya, Turkey",5021, Turkey,1,1,2,0,1,0
Pool-Air Condition-Isolated environment-TV-Garden-Two rooms-BBQ,5.0,3,"Sapanca, Sakarya, Turkey",16066, Turkey,1,5,6,0,3,0
Private campsite with studio-type house (urban),5.0,7,"Gapyeong-eup, Gapyeong-gun, Gyeonggi Province, South Korea",11552, South Korea,1,1,4,0,1,0
소규모 모임이나 가족 또는 커플들에게 적합한 낭만적인 객실 Room 02호,,2,"Buk-myeon, Gapyeong-gun, Gyeonggi Province, South Korea",9829, South Korea,1,1,5,0,1,0
I now enjoy my pension like a cinema (# 201),4.88,16,"Namsan-myeon, Chuncheon, Gangwon Province, South Korea",12911, South Korea,3,3,10,0,1,0
Sapanca - Merkezi 2+1 / New Apartment near Lake,5.0,7,"Sapanca, Sakarya, Turkey",4921, Turkey,1,6,6,0,2,0
Country house,,0,"Sapanca, Sakarya, Turkey",15137, Turkey,1,1,2,0,1,0
Country Life Sapanca 11 Villa with Private Pool,4.73,11,"Sapanca, Sakarya, Turkey",22593, Turkey,3,3,5,0,3,0
Oư Villas No:10,5.0,4,"Sapanca, Sakarya, Turkey",21159, Turkey,3,4,6,0,3,0
@ConceptSapanca,5.0,3,"Sapanca, Sakarya, Turkey",16317, Turkey,2,4,6,0,2,0
Sapanca Vidgard Bungalow,4.67,3,"Sapanca, Sakarya, Turkey",8171, Turkey,1,2,4,0,1,0
"# 2021.7 open_B-dong # new # annex # private terrace & barbecue available # hiking trails # dog, family accompanied",4.97,33,"Sang-myeon, Gapyeong-gun, Gyeonggi Province, South Korea",11552, South Korea,1,2,4,0,1,0
NATURAL GARDEN LUXURY OVERHEAD MUSTACIAL VILLA,4.86,29,"Sapanca, Sakarya, Turkey",24300, Turkey,4,3,8,0,3,0
SRN SUITE&HOUSE,5.0,9,"Sapanca, Sakarya, Turkey",15839, Turkey,1,3,4,0,2,0
Beautiful vacation,4.8,5,"Sapanca, Sakarya, Turkey",18075, Turkey,1,2,4,0,1,0
Nine-house # Private house,,1,"Gapyeong-gun, Gyeonggi Province, South Korea",73389, South Korea,3,3,8,0,3,0
GlampingC (dog-friendly) in a healing home with your beloved pet,,0,"Gapyeong-eup, Gapyeong-gun, Gyeonggi Province, South Korea",3850, South Korea,1,1,4,0,0,0
"villa with valley views, Sleeps 15 - sapanca",4.74,23,"Sapanca, Sakarya, Turkey",36149, Turkey,5,10,15,0,8,0
Sapanca butp home,4.56,9,"Sapanca, Sakarya, Turkey",10054, Turkey,1,1,4,0,1,0
Yerevan (Yerevan),4.6,10,"Sapanca, Sakarya, Turkey",10041, Turkey,1,1,4,0,1,0
북한강변과 아름다운 정원을 동시에 바라볼 수 있는 힐링 풀빌라 숙소 Cielo,,0,"Namsan-myeon, Chuncheon-si, Gangwon Province, South Korea",34211, South Korea,1,2,6,0,1,0
KING VILLAGE,4.68,71,"Sapanca, Sakarya, Turkey",27614, Turkey,4,8,10,0,4,0
"Pool Villa No. 107 Pool Villa No. 107 where you can spend happy holidays with your family, friends and lovers",,1,"Gapyeong-eup, Gapyeong-gun, Gyeonggi Province, South Korea",14549, South Korea,1,2,6,0,1,0
Mercan Black 2,,2,"Sapanca, Sakarya, Turkey",5021, Turkey,1,1,2,0,1,0
Villa Ada,4.77,66,"Sapanca, Sakarya, Turkey",14309, Turkey,3,4,10,0,4,0
<Newly Furbished>Gapyeong RooBar Rooftop BBQ House,,1,"Gapyeong-eup, Gapyeong-gun, Gyeonggi Province, South Korea",17736, South Korea,2,1,4,0,2,0
Modi Bungalow Dibektaş,5.0,3,"Sapanca, Sakarya, Turkey",10122, Turkey,1,1,2,0,1,0
"Pool Villa No. 302 Pool Villa No. 302 where you can spend happy holidays with your family, friends and lovers",,1,"Gapyeong-eup, Gapyeong-gun, Gyeonggi Province, South Korea",11829, South Korea,1,2,6,0,1,0
Merce Bungalow - Hot Pool,,1,"Sapanca, Sakarya, Turkey",16838, Turkey,1,1,4,0,1,0
KOTİ SAPANCA (NAVY BLUE KOTİ),,2,"Sapanca, Sakarya, Turkey",13054, Turkey,1,1,2,0,1,0
Han Villa~1 Luxury Detached Villa with Pool,,0,"Sapanca, Sakarya, Turkey",25104, Turkey,3,4,6,0,3,0
Nami Island Poisonous Bond Spa (free round-trip pickup) Shark Island Riverview No. 1,4.61,18,"Namsan-myeon, Chuncheon-si, Gangwon Province, South Korea",18279, South Korea,2,1,8,0,2,0
Voda Tinyhouse #2,,2,"Sapanca, Sakarya, Turkey",9539, Turkey,1,1,3,0,1,0
bungalow with sheltered pool in saopanca,,0,"Sapanca, Sakarya, Turkey",20083, Turkey,1,1,5,0,1,0
The Love Room (2nd floor) of a Love home where you can have a special time in a🏘️ space full of variety and fun.,,0,"Gapyeong-eup, Gapyeong-gun, Gyeonggi Province, South Korea",3724, South Korea,1,1,2,0,0,0
AvecLac - 메이플,5.0,3,"Gapyeong-gun, Gyeonggi Province, South Korea",19027, South Korea,1,2,6,0,2,0
AlcedoBungalov,4.56,9,"Sapanca, Sakarya, Turkey",12552, Turkey,1,3,4,0,2,0
3+1 villa with a pool in Sapanca Kırkpınar,,0,"Sapanca, Sakarya, Turkey",30124, Turkey,3,4,6,0,3,0
"Central location within nature, villa with pool and jacuzzi",4.67,3,"Sapanca, Sakarya, Turkey",19400, Turkey,2,7,8,0,3,0
VİLLA Mİ HOUSE,,1,"Sapanca, Sakarya, Turkey",30124, Turkey,3,4,8,0,4,0
Bungalow with private sheltered pool on the Sapanca coast,,1,"Sapanca, Sakarya, Turkey",17573, Turkey,1,1,3,0,1,0
Wooden chalet,,1,"Sapanca, Sakarya, Turkey",16317, Turkey,3,4,8,0,4,0
Kang Inner sound 1F B - Kang Inner sound 1F B of the accommodation where you can breathe and heal in the clear air in nature,,2,"Gapyeong-eup, Gapyeong-gun, Gyeonggi Province, South Korea",14265, South Korea,1,2,4,0,2,0
Andalus Villas B3 in Sapanca(Alcohol Not Allowed),,2,"Sapanca, Sakarya, Turkey",43158, Turkey,4,9,13,0,5,0
City Center & Relaxing & Matchless - Red Crescent Guest 141,4.76,141,"Çankaya, Ankara, Turkey",2121, Turkey,1,1,4,0,1,0
Sapanca BumbleBee Bungalov,,1,"Sapanca, Sakarya, Turkey",16568, Turkey,1,3,4,0,2,0
"Fully sheltered, chalet for large groups..",,2,"Sapanca, Sakarya, Turkey",60326, Turkey,6,5,14,0,5,0
스파/개별바베큐 #지친 몸과 마음에 여유를 더할 힐링스테이 숙소 101호,,2,"Buk-myeon, Gapyeong-gun, Gyeonggi Province, South Korea",10099, South Korea,1,2,8,0,0,0
M8-Eyes Of the Mountain,,1,"Sapanca, Sakarya, Turkey",13305, Turkey,1,2,7,0,2,0
